Frame; Unity_timestamps; trial; condition; target_x; target_y; target_z; epoch; error ; Eyes_timestamps; px_eye_right; py_eye_right; px_eye_left; py_eye_left; DiameterRight; DiameterLeft; ArduX; ArduY
468;7390;1;0;0;0;5;3;0;68107.374405;143.5563;153.8748;125.2099;88.43512;49.26229;16.96718;0;0
469;7395;1;0;0;0;5;3;0;68107.383741;143.6138;153.8634;125.5029;88.61236;49.19394;16.98231;0;0
470;7400;1;0;0;0;5;3;0;68107.383741;143.6138;153.8634;125.5029;88.61236;49.19394;16.98231;0;0
471;7404;1;0;0;0;5;3;0;68107.392273;143.6036;154.0061;125.8529;88.58758;48.41556;16.87346;0;0
472;7410;1;0;0;0;5;3;0;68107.392273;143.6036;154.0061;125.8529;88.58758;48.41556;16.87346;0;0
473;7415;1;0;0;0;5;3;0;68107.402489;143.5;153.7539;125.5827;88.50127;49.48606;16.91231;0;0
474;7419;1;0;0;0;5;3;0;68107.409206;143.5;153.7539;125.409;88.42354;49.48606;16.89812;0;0
475;7425;1;0;0;0;5;3;0;68107.412569;143.63;153.8961;125.409;88.42354;49.02365;16.89812;0;0
476;7431;1;0;0;0;5;3;0;68107.417441;143.63;153.8961;125.4932;88.62096;49.02365;16.97826;0;0
477;7436;1;0;0;0;5;3;0;68107.425021;143.667;153.9694;125.4733;88.57135;48.84597;16.99163;0;0
478;7440;1;0;0;0;5;3;0;68107.425021;143.667;153.9694;125.4733;88.57135;48.84597;16.99163;0;0
479;7446;1;0;0;0;5;3;0;68107.433442;143.5255;153.8432;125.5052;88.45858;49.22395;16.90979;0;0
480;7451;1;0;0;0;5;3;0;68107.433442;143.5255;153.8432;125.5052;88.45858;49.22395;16.90979;0;0
481;7456;1;0;0;0;5;3;0;68107.443705;143.6258;153.9067;125.5206;88.45683;49.00981;16.88797;0;0
482;7462;1;0;0;0;5;3;0;68107.443705;143.6258;153.9067;125.5206;88.45683;49.00981;16.88797;0;0
483;7467;1;0;0;0;5;3;0;68107.453621;143.6445;153.8971;125.739;88.60283;49.31456;16.91466;0;0
484;7471;1;0;0;0;5;3;0;68107.453621;143.6445;153.8971;125.739;88.60283;49.31456;16.91466;0;0
485;7476;1;0;0;0;5;3;0;68107.461084;143.6445;153.8971;125.5891;88.55533;49.31456;16.92751;0;0
486;7482;1;0;0;0;5;3;0;68107.470949;143.5498;153.798;125.3473;88.526;49.47708;16.97138;0;0
487;7511;1;0;0;0;5;3;0;68107.497243;143.6084;153.9289;125.4856;88.60439;48.84216;16.97843;0;0
488;7516;1;0;0;0;5;3;0;68107.503028;143.5309;153.8605;125.4856;88.60439;49.19017;16.97843;0;0
489;7520;1;0;0;0;5;3;0;68107.506179;143.5309;153.8605;125.2871;88.47725;49.19017;16.97095;0;0
490;7526;1;0;0;0;5;3;0;68107.514963;143.5958;153.908;125.2895;88.49041;49.06033;16.97027;0;0
491;7532;1;0;0;0;5;3;0;68107.514963;143.5958;153.908;125.2895;88.49041;49.06033;16.97027;0;0
492;7536;1;0;0;0;5;3;0;68107.52352;143.5622;153.944;125.7023;88.55366;48.54476;16.90002;0;0
493;7540;1;0;0;0;5;3;0;68107.52352;143.5622;153.944;125.7023;88.55366;48.54476;16.90002;0;0
494;7546;1;0;0;0;5;3;0;68107.533504;143.5995;153.9646;125.4378;88.46782;48.35062;16.9175;0;0
495;7552;1;0;0;0;5;3;0;68107.533504;143.5995;153.9646;125.4378;88.46782;48.35062;16.9175;0;0
496;7557;1;0;0;0;5;3;0;68107.541944;143.5353;153.8582;125.2521;88.43382;49.3542;16.94704;0;0
497;7562;1;0;0;0;5;3;0;68107.551064;143.5353;153.8582;125.8193;88.31154;49.3542;16.73288;0;0
498;7568;1;0;0;0;5;3;0;68107.551947;143.6062;153.8985;125.8193;88.31154;49.15312;16.73288;0;0
499;7574;1;0;0;0;5;3;0;68107.561157;143.4412;153.7217;125.903;88.59916;49.99357;16.87295;0;0
500;7580;1;0;0;0;5;3;0;68107.568623;143.4412;153.7217;125.7215;88.50121;49.99357;16.86787;0;0
501;7585;1;0;0;0;5;3;0;68107.570195;143.6327;153.9235;125.7215;88.50121;49.01802;16.86787;0;0
502;7591;1;0;0;0;5;3;0;68107.579502;143.5153;153.7929;125.4668;88.52917;49.60274;16.93435;0;0
503;7595;1;0;0;0;5;3;0;68107.579502;143.5153;153.7929;125.4668;88.52917;49.60274;16.93435;0;0
504;7602;1;0;0;0;5;3;0;68107.590066;143.6015;153.8676;125.2941;88.47393;49.42308;16.96753;0;0
505;7607;1;0;0;0;5;3;0;68107.590066;143.6015;153.8676;125.2941;88.47393;49.42308;16.96753;0;0
506;7613;1;0;0;0;5;3;0;68107.600464;143.5627;153.8517;125.3106;88.46816;49.43557;16.9527;0;0
507;7618;1;0;0;0;5;3;0;68107.606137;143.5627;153.8517;125.3166;88.47136;49.43557;16.94797;0;0
508;7622;1;0;0;0;5;3;0;68107.609839;143.5417;153.8508;125.3166;88.47136;49.0829;16.94797;0;0
509;7627;1;0;0;0;5;3;0;68107.61569;143.5417;153.8508;125.3545;88.52294;49.0829;16.96807;0;0
510;7634;1;0;0;0;5;3;0;68107.618921;143.5887;153.9308;125.3545;88.52294;48.98374;16.96807;0;0
511;7662;1;0;0;0;5;3;0;68107.649821;143.5822;153.9274;125.5029;88.61236;49.03629;16.98231;0;0
512;7666;1;0;0;0;5;3;0;68107.649821;143.5822;153.9274;125.5029;88.61236;49.03629;16.98231;0;0
513;7672;1;0;0;0;5;3;0;68107.658041;143.5941;153.9587;125.7513;88.60787;48.81449;16.92336;0;0
514;7677;1;0;0;0;5;3;0;68107.658041;143.5941;153.9587;125.7513;88.60787;48.81449;16.92336;0;0
515;7683;1;0;0;0;5;3;0;68107.667231;143.5961;153.9549;125.6077;88.58816;48.9311;16.9541;0;0
516;7688;1;0;0;0;5;3;0;68107.67605;143.5526;153.8359;125.4994;88.62992;49.47008;16.97665;0;0
517;7693;1;0;0;0;5;3;0;68107.67605;143.5526;153.8359;125.4994;88.62992;49.47008;16.97665;0;0
518;7699;1;0;0;0;5;3;0;68107.686138;143.6108;153.9312;125.5071;88.6;48.9421;16.97821;0;0
519;7703;1;0;0;0;5;3;0;68107.693259;143.6108;153.9312;125.501;88.61079;48.9421;16.98197;0;0
520;7708;1;0;0;0;5;3;0;68107.69557;143.5695;153.87;125.501;88.61079;49.29645;16.98197;0;0
521;7715;1;0;0;0;5;3;0;68107.702895;143.5695;153.87;125.3627;88.53257;49.29645;16.97479;0;0
522;7720;1;0;0;0;5;3;0;68107.704892;143.5764;153.8895;125.3627;88.53257;49.10231;16.97479;0;0
523;7724;1;0;0;0;5;3;0;68107.713051;143.5764;153.8895;125.4572;88.56702;49.10231;16.9622;0;0
524;7728;1;0;0;0;5;3;0;68107.713051;143.5764;153.8895;125.4572;88.56702;49.10231;16.9622;0;0
525;7735;1;0;0;0;5;3;0;68107.723924;143.5574;153.8226;128.9865;83.67002;49.28357;0;0;0
526;7740;1;0;0;0;5;3;0;68107.723924;143.5574;153.8226;125.3287;88.46418;49.28357;16.95193;0;0
527;7746;1;0;0;0;5;3;0;68107.734533;143.5944;153.9106;125.357;88.52946;49.00625;16.97955;0;0
528;7751;1;0;0;0;5;3;0;68107.739043;143.5762;153.8441;125.357;88.52946;49.34446;16.97955;0;0
529;7756;1;0;0;0;5;3;0;68107.743266;143.5762;153.8441;125.7015;88.56017;49.34446;16.89884;0;0
530;7761;1;0;0;0;5;3;0;68107.749444;143.6158;153.9102;125.7015;88.56017;49.19626;16.89884;0;0
531;7766;1;0;0;0;5;3;0;68107.752719;143.6158;153.9102;125.6646;88.56429;49.19626;16.92079;0;0
532;7773;1;0;0;0;5;3;0;68107.759927;143.5356;153.8129;125.6646;88.56429;49.47292;16.92079;0;0
533;7777;1;0;0;0;5;3;0;68107.762928;143.5356;153.8129;125.4327;88.36398;49.47292;16.88975;0;0
534;7782;1;0;0;0;5;3;0;68107.771944;143.5937;153.9172;125.4867;88.5897;49.06142;16.98155;0;0
535;7787;1;0;0;0;5;3;0;68107.771944;143.5937;153.9172;125.4867;88.5897;49.06142;16.98155;0;0
536;7818;1;0;0;0;5;3;0;68107.807608;143.5994;153.9111;125.3512;88.52245;49.02961;16.97595;0;0
537;7821;1;0;0;0;5;3;0;68107.808507;143.5441;153.8299;125.3512;88.52245;49.25713;16.97595;0;0
538;7826;1;0;0;0;5;3;0;68107.816152;143.5441;153.8299;125.7871;88.60567;49.25713;16.90187;0;0
539;7834;1;0;0;0;5;3;0;68107.817463;143.6493;153.911;125.7871;88.60567;48.94544;16.90187;0;0
540;7838;1;0;0;0;5;3;0;68107.826408;143.5048;153.853;125.7864;88.45961;48.93477;16.83522;0;0
541;7842;1;0;0;0;5;3;0;68107.826408;143.5048;153.853;125.7864;88.45961;48.93477;16.83522;0;0
542;7848;1;0;0;0;5;3;0;68107.835991;143.5956;154.0224;125.8;88.58662;48.02683;16.89895;0;0
543;7853;1;0;0;0;5;3;0;68107.835991;143.5956;154.0224;125.8;88.58662;48.02683;16.89895;0;0
544;7859;1;0;0;0;5;3;0;68107.848362;143.5956;154.0224;125.4685;88.50437;48.02683;16.94379;0;0
545;7865;1;0;0;0;5;3;0;68107.848277;143.6112;153.9714;125.4685;88.50437;48.72119;16.94379;0;0
546;7870;1;0;0;0;5;3;0;68107.858129;143.5856;153.8844;125.5029;88.61236;48.97459;16.98231;0;0
547;7875;1;0;0;0;5;3;0;68107.858129;143.5856;153.8844;125.5029;88.61236;48.97459;16.98231;0;0
548;7881;1;0;0;0;5;3;0;68107.867867;143.5993;153.9317;125.542;88.57201;49.03413;16.96026;0;0
549;7886;1;0;0;0;5;3;0;68107.874409;143.5993;153.9317;125.4939;88.57889;49.03413;16.97243;0;0
550;7890;1;0;0;0;5;3;0;68107.87901;143.617;153.9591;125.4939;88.57889;48.21871;16.97243;0;0
551;7895;1;0;0;0;5;3;0;68107.88361;143.617;153.9591;125.3764;88.51346;48.21871;16.96057;0;0
552;7902;1;0;0;0;5;3;0;68107.888538;143.4933;153.7944;125.3764;88.51346;49.61286;16.96057;0;0
553;7906;1;0;0;0;5;3;0;68107.895617;143.4933;153.7944;125.9727;88.29156;49.61286;16.72591;0;0
554;7912;1;0;0;0;5;3;0;68107.898885;143.6057;153.903;125.9727;88.29156;48.93034;16.72591;0;0
555;7917;1;0;0;0;5;3;0;68107.904617;143.6057;153.903;125.5794;88.40366;48.93034;16.84592;0;0
556;7922;1;0;0;0;5;3;0;68107.907714;143.6237;153.9176;125.5794;88.40366;49.05148;16.84592;0;0
557;7928;1;0;0;0;5;3;0;68107.913893;143.6237;153.9176;125.3166;88.47136;49.05148;16.94797;0;0
558;7933;1;0;0;0;5;3;0;68107.917844;143.6678;153.9289;125.3166;88.47136;49.13607;16.94797;0;0
559;7938;1;0;0;0;5;3;0;68107.922859;143.6678;153.9289;125.36;88.36404;49.13607;16.8859;0;0
560;7966;1;0;0;0;5;3;0;68107.949321;143.5883;153.9081;125.9311;88.63753;48.96602;16.87736;0;0
561;7969;1;0;0;0;5;3;0;68107.957725;143.6286;153.9269;126.4622;88.58092;49.09387;16.72773;0;0
562;7974;1;0;0;0;5;3;0;68107.957725;143.6286;153.9269;126.4622;88.58092;49.09387;16.72773;0;0
563;7980;1;0;0;0;5;3;0;68107.966533;143.5203;153.788;126.0676;88.54459;49.50998;16.80788;0;0
564;7985;1;0;0;0;5;3;0;68107.966533;143.5203;153.788;126.0676;88.54459;49.50998;16.80788;0;0
565;7991;1;0;0;0;5;3;0;68107.977288;143.6167;153.9159;125.9372;88.63322;49.00685;16.87452;0;0
566;7996;1;0;0;0;5;3;0;68107.984959;143.6167;153.9159;125.7902;88.50063;49.00685;16.84858;0;0
567;8002;1;0;0;0;5;3;0;68107.986858;143.5918;153.8624;125.7902;88.50063;49.20614;16.84858;0;0
568;8007;1;0;0;0;5;3;0;68107.993136;143.5918;153.8624;125.5576;88.4597;49.20614;16.88241;0;0
569;8020;1;0;0;0;5;3;0;68108.009845;143.605;153.8881;125.4034;88.57396;49.44521;16.95746;0;0
570;8031;1;0;0;0;5;3;0;68108.017982;143.5662;153.837;125.3641;88.52634;49.6081;16.97634;0;0
571;8036;1;0;0;0;5;3;0;68108.017982;143.5662;153.837;125.3641;88.52634;49.6081;16.97634;0;0
572;8042;1;0;0;0;5;3;0;68108.028819;143.6393;153.9023;125.7576;88.61085;49.0647;16.91846;0;0
573;8048;1;0;0;0;5;3;0;68108.028819;143.6393;153.9023;125.7576;88.61085;49.0647;16.91846;0;0
574;8053;1;0;0;0;5;3;0;68108.03832;143.6031;153.9649;125.512;88.49772;48.25143;16.92281;0;0
575;8058;1;0;0;0;5;3;0;68108.046637;143.6031;153.9649;125.2453;88.43743;48.25143;16.95059;0;0
576;8064;1;0;0;0;5;3;0;68108.0478;143.5807;153.8296;125.2453;88.43743;49.09057;16.95059;0;0
577;8069;1;0;0;0;5;3;0;68108.057075;143.6265;153.9361;125.5029;88.61236;48.90629;16.98231;0;0
578;8074;1;0;0;0;5;3;0;68108.06375;143.6265;153.9361;125.7437;88.48874;48.90629;16.85123;0;0
579;8078;1;0;0;0;5;3;0;68108.066254;143.6213;153.8943;125.7437;88.48874;49.14219;16.85123;0;0
580;8085;1;0;0;0;5;3;0;68108.07177;143.6213;153.8943;125.4182;88.47841;49.14219;16.91687;0;0
581;8089;1;0;0;0;5;3;0;68108.07598;143.6207;153.921;125.4182;88.47841;49.05513;16.91687;0;0
582;8119;1;0;0;0;5;3;0;68108.10512;143.62;153.9257;125.4378;88.46782;49.00554;16.9175;0;0
583;8123;1;0;0;0;5;3;0;68108.109192;143.62;153.9257;125.4046;88.52007;49.00554;16.95609;0;0
584;8128;1;0;0;0;5;3;0;68108.118054;143.6012;153.9498;125.4354;88.57623;48.55264;16.96847;0;0
585;8134;1;0;0;0;5;3;0;68108.118054;143.6012;153.9498;125.4354;88.57623;48.55264;16.96847;0;0
586;8139;1;0;0;0;5;3;0;68108.124974;143.5765;153.8189;125.4977;88.60938;49.28888;16.98724;0;0
587;8143;1;0;0;0;5;3;0;68108.124974;143.5765;153.8189;125.4977;88.60938;49.28888;16.98724;0;0
588;8150;1;0;0;0;5;3;0;68108.13587;143.583;153.8393;125.501;88.61079;49.1691;16.98197;0;0
589;8154;1;0;0;0;5;3;0;68108.13587;143.583;153.8393;125.501;88.61079;49.1691;16.98197;0;0
590;8160;1;0;0;0;5;3;0;68108.146726;143.6446;153.9231;125.3545;88.52294;49.12598;16.96807;0;0
591;8165;1;0;0;0;5;3;0;68108.152977;143.6446;153.9231;125.5881;88.50928;49.12598;16.912;0;0
592;8171;1;0;0;0;5;3;0;68108.155881;143.5676;153.8487;125.5881;88.50928;49.41286;16.912;0;0
593;8175;1;0;0;0;5;3;0;68108.162474;143.5676;153.8487;125.4796;88.61056;49.41286;16.97677;0;0
594;8182;1;0;0;0;5;3;0;68108.170686;143.6459;153.9215;125.7576;88.61085;49.06133;16.91846;0;0
595;8185;1;0;0;0;5;3;0;68108.170686;143.6459;153.9215;125.7576;88.61085;49.06133;16.91846;0;0
596;8191;1;0;0;0;5;3;0;68108.17891;143.6036;153.9754;125.4668;88.52917;48.49874;16.93435;0;0
597;8196;1;0;0;0;5;3;0;68108.17891;143.6036;153.9754;125.4668;88.52917;48.49874;16.93435;0;0
598;8201;1;0;0;0;5;3;0;68108.18738;143.601;153.9018;125.5147;88.47483;48.7378;16.90416;0;0
599;8207;1;0;0;0;5;3;0;68108.196496;143.601;153.9018;125.3022;88.45412;48.7378;16.94471;0;0
600;8213;1;0;0;0;5;3;0;68108.196549;143.5798;153.8778;125.3022;88.45412;49.16637;16.94471;0;0
601;8217;1;0;0;0;5;3;0;68108.205929;143.6524;153.9158;125.377;88.51227;49.00683;16.96732;0;0
602;8223;1;0;0;0;5;3;0;68108.205929;143.6524;153.9158;125.377;88.51227;49.00683;16.96732;0;0
603;8228;1;0;0;0;5;3;0;68108.215254;143.6259;153.9205;125.2183;88.43671;49.06731;16.96301;0;0
604;8233;1;0;0;0;5;3;0;68108.222268;143.6259;153.9205;125.5424;88.59867;49.06731;16.95611;0;0
605;8238;1;0;0;0;5;3;0;68108.225002;143.6115;153.9358;125.5424;88.59867;48.89083;16.95611;0;0
606;8244;1;0;0;0;5;3;0;68108.231081;143.6115;153.9358;125.4929;88.6204;48.89083;16.98133;0;0
607;8272;1;0;0;0;5;3;0;68108.254663;143.5621;153.8516;125.282;88.48109;49.37889;16.96359;0;0
608;8277;1;0;0;0;5;3;0;68108.264204;143.5745;153.877;125.5661;88.58049;49.00234;16.94567;0;0
609;8283;1;0;0;0;5;3;0;68108.264204;143.5745;153.877;125.5661;88.58049;49.00234;16.94567;0;0
610;8286;1;0;0;0;5;3;0;68108.275165;143.6032;153.8918;125.3587;88.51845;49.09563;16.97535;0;0
611;8292;1;0;0;0;5;3;0;68108.275165;143.6032;153.8918;125.3587;88.51845;49.09563;16.97535;0;0
612;8298;1;0;0;0;5;3;0;68108.285032;143.4477;153.7395;125.4571;88.55481;49.7309;16.95776;0;0
613;8302;1;0;0;0;5;3;0;68108.291345;143.4477;153.7395;125.6553;88.61974;49.7309;16.93706;0;0
614;8308;1;0;0;0;5;3;0;68108.2948;143.6151;153.8992;125.6553;88.61974;49.02125;16.93706;0;0
615;8314;1;0;0;0;5;3;0;68108.30025;143.6151;153.8992;125.4167;88.56093;49.02125;16.97791;0;0
616;8319;1;0;0;0;5;3;0;68108.304397;143.5739;153.8856;125.4167;88.56093;49.30587;16.97791;0;0
617;8323;1;0;0;0;5;3;0;68108.308123;143.5739;153.8856;125.3664;88.45174;49.30587;16.91983;0;0
618;8327;1;0;0;0;5;3;0;68108.317723;143.5982;153.9229;125.3545;88.52294;48.8891;16.96807;0;0
619;8333;1;0;0;0;5;3;0;68108.317723;143.5982;153.9229;125.3545;88.52294;48.8891;16.96807;0;0
620;8338;1;0;0;0;5;3;0;68108.325965;143.5996;153.9078;126.2924;88.43682;48.97468;16.70259;0;0
621;8341;1;0;0;0;5;3;0;68108.325965;143.5996;153.9078;126.2924;88.43682;48.97468;16.70259;0;0
622;8348;1;0;0;0;5;3;0;68108.33473;143.611;153.9168;125.7419;88.4437;49.06295;16.8361;0;0
623;8354;1;0;0;0;5;3;0;68108.33473;143.611;153.9168;125.7419;88.4437;49.06295;16.8361;0;0
624;8358;1;0;0;0;5;3;0;68108.342909;143.5626;153.855;125.502;88.46408;49.19289;16.89643;0;0
625;8364;1;0;0;0;5;3;0;68108.352905;143.5616;153.8015;125.1986;88.44748;49.48865;16.96375;0;0
626;8370;1;0;0;0;5;3;0;68108.352905;143.5616;153.8015;125.1986;88.44748;49.48865;16.96375;0;0
627;8374;1;0;0;0;5;3;0;68108.362654;143.6062;153.9111;125.5323;88.58056;49.14507;16.95618;0;0
628;8378;1;0;0;0;5;3;0;68108.362654;143.6062;153.9111;125.5323;88.58056;49.14507;16.95618;0;0
629;8384;1;0;0;0;5;3;0;68108.372825;143.533;153.8556;125.4677;88.54681;49.18016;16.96184;0;0
630;8388;1;0;0;0;5;3;0;68108.372825;143.533;153.8556;125.4677;88.54681;49.18016;16.96184;0;0
631;8393;1;0;0;0;5;3;0;68108.382412;143.6054;153.9087;125.4572;88.56702;49.0237;16.9622;0;0
632;8398;1;0;0;0;5;3;0;68108.389303;143.6054;153.9087;125.433;88.56814;49.0237;16.98158;0;0
633;8427;1;0;0;0;5;3;0;68108.414016;143.6447;153.9028;125.7286;88.62251;49.09086;16.94002;0;0
634;8431;1;0;0;0;5;3;0;68108.420909;143.6066;153.9265;125.3473;88.526;49.07617;16.97138;0;0
635;8435;1;0;0;0;5;3;0;68108.420909;143.6066;153.9265;125.3473;88.526;49.07617;16.97138;0;0
636;8440;1;0;0;0;5;3;0;68108.429485;143.6066;153.9265;125.3238;88.4678;49.07617;16.94354;0;0
637;8445;1;0;0;0;5;3;0;68108.429205;143.5401;153.8525;125.3238;88.4678;49.19953;16.94354;0;0
638;8450;1;0;0;0;5;3;0;68108.437891;143.5401;153.8525;124.9595;88.36295;49.19953;16.97937;0;0
639;8455;1;0;0;0;5;3;0;68108.439458;143.5341;153.8243;124.9595;88.36295;49.45208;16.97937;0;0
640;8460;1;0;0;0;5;3;0;68108.44735;143.5341;153.8243;125.2195;88.58427;49.45208;17.04629;0;0
641;8465;1;0;0;0;5;3;0;68108.449425;143.5881;153.9116;125.2195;88.58427;48.76564;17.04629;0;0
642;8469;1;0;0;0;5;3;0;68108.454853;143.5881;153.9116;125.4375;88.52896;48.76564;16.95535;0;0
643;8475;1;0;0;0;5;3;0;68108.464256;143.5439;153.8598;125.9836;88.57487;49.27277;16.83282;0;0
644;8478;1;0;0;0;5;3;0;68108.464256;143.5439;153.8598;125.9836;88.57487;49.27277;16.83282;0;0
645;8485;1;0;0;0;5;3;0;68108.472264;143.6126;153.9143;125.9097;88.60265;48.93916;16.88148;0;0
646;8490;1;0;0;0;5;3;0;68108.472264;143.6126;153.9143;125.9097;88.60265;48.93916;16.88148;0;0
647;8494;1;0;0;0;5;3;0;68108.482309;143.5864;153.8546;125.7215;88.50121;49.42494;16.86787;0;0
648;8500;1;0;0;0;5;3;0;68108.482309;143.5864;153.8546;125.7215;88.50121;49.42494;16.86787;0;0
649;8503;1;0;0;0;5;3;0;68108.490946;143.6173;153.9323;125.3984;88.4647;49.02481;16.93458;0;0
650;8508;1;0;0;0;5;3;0;68108.490946;143.6173;153.9323;125.3984;88.4647;49.02481;16.93458;0;0
651;8516;1;0;0;0;5;3;0;68108.499377;143.5381;153.8203;125.4948;88.5947;49.48946;16.955;0;0
652;8519;1;0;0;0;5;3;0;68108.5077;143.5381;153.8203;125.4777;88.59129;49.48946;16.98442;0;0
653;8524;1;0;0;0;5;3;0;68108.509019;143.5847;153.89;125.4777;88.59129;49.13711;16.98442;0;0
654;8529;1;0;0;0;5;3;0;68108.517228;143.5847;153.89;125.7668;88.61592;49.13711;16.91894;0;0
655;8535;1;0;0;0;5;3;0;68108.519015;143.6223;153.9045;125.7668;88.61592;48.99035;16.91894;0;0
656;8540;1;0;0;0;5;3;0;68108.528809;143.6154;153.9234;125.4786;88.52158;49.00753;16.93836;0;0
657;8545;1;0;0;0;5;3;0;68108.528809;143.6154;153.9234;125.4786;88.52158;49.00753;16.93836;0;0
658;8551;1;0;0;0;5;3;0;68108.538214;143.616;153.8756;125.6356;88.61787;49.06435;16.94126;0;0
659;8580;1;0;0;0;5;3;0;68108.569572;143.599;153.8945;125.7902;88.50063;49.10889;16.84858;0;0
660;8583;1;0;0;0;5;3;0;68108.569572;143.599;153.8945;125.7902;88.50063;49.10889;16.84858;0;0
661;8589;1;0;0;0;5;3;0;68108.576708;143.6093;153.8271;125.5043;88.47728;49.46833;16.89566;0;0
662;8594;1;0;0;0;5;3;0;68108.576708;143.6093;153.8271;125.5043;88.47728;49.46833;16.89566;0;0
663;8601;1;0;0;0;5;3;0;68108.586698;143.6496;153.9078;125.3587;88.51845;49.05732;16.97535;0;0
664;8606;1;0;0;0;5;3;0;68108.586698;143.6496;153.9078;125.3587;88.51845;49.05732;16.97535;0;0
665;8611;1;0;0;0;5;3;0;68108.598012;143.5982;153.9117;125.2167;88.43152;48.97428;16.9636;0;0
666;8617;1;0;0;0;5;3;0;68108.598012;143.5982;153.9117;125.2167;88.43152;48.97428;16.9636;0;0
667;8621;1;0;0;0;5;3;0;68108.60645;143.5207;153.7725;125.4867;88.5897;49.89133;16.98155;0;0
668;8626;1;0;0;0;5;3;0;68108.615695;143.5207;153.7725;125.4848;88.53489;49.89133;16.94989;0;0
669;8632;1;0;0;0;5;3;0;68108.617347;143.6059;153.9185;125.4848;88.53489;49.03719;16.94989;0;0
670;8636;1;0;0;0;5;3;0;68108.624259;143.6059;153.9185;125.2108;88.44744;49.03719;16.96642;0;0
671;8642;1;0;0;0;5;3;0;68108.626846;143.5229;153.8564;125.2108;88.44744;49.41136;16.96642;0;0
672;8648;1;0;0;0;5;3;0;68108.632842;143.5229;153.8564;125.3872;88.51775;49.41136;16.95962;0;0
673;8653;1;0;0;0;5;3;0;68108.642332;143.6062;153.9818;129.2857;83.89098;48.43049;0;0;0
674;8658;1;0;0;0;5;3;0;68108.642332;143.6062;153.9818;125.7384;88.62181;48.43049;16.91714;0;0
675;8663;1;0;0;0;5;3;0;68108.652151;143.5561;153.8757;125.4757;88.49996;48.88723;16.92731;0;0
676;8668;1;0;0;0;5;3;0;68108.652151;143.5561;153.8757;125.4757;88.49996;48.88723;16.92731;0;0
677;8673;1;0;0;0;5;3;0;68108.659822;143.6059;153.8884;125.4279;88.57926;48.91549;16.97266;0;0
678;8678;1;0;0;0;5;3;0;68108.659822;143.6059;153.8884;125.4279;88.57926;48.91549;16.97266;0;0
679;8684;1;0;0;0;5;3;0;68108.668839;143.6939;153.9368;125.3166;88.47136;49.0569;16.94797;0;0
680;8688;1;0;0;0;5;3;0;68108.668839;143.6939;153.9368;125.3166;88.47136;49.0569;16.94797;0;0
681;8700;1;0;0;0;5;3;0;68108.687182;143.5895;153.8425;125.5066;88.6039;49.49749;16.96457;0;0
682;8711;1;0;0;0;5;3;0;68108.698392;143.6708;153.9851;125.7847;88.58233;48.68657;16.90714;0;0
683;8742;1;0;0;0;5;3;0;68108.725856;143.5949;153.836;125.3188;88.37961;49.4363;16.90394;0;0
684;8747;1;0;0;0;5;3;0;68108.732063;143.5949;153.836;125.5976;88.55089;49.4363;16.93832;0;0
685;8751;1;0;0;0;5;3;0;68108.734669;143.7108;153.9511;125.5976;88.55089;48.99165;16.93832;0;0
686;8757;1;0;0;0;5;3;0;68108.742065;143.7108;153.9511;125.4856;88.60439;48.99165;16.97843;0;0
687;8762;1;0;0;0;5;3;0;68108.751681;143.5454;153.8223;125.5206;88.59549;49.42104;16.96329;0;0
688;8767;1;0;0;0;5;3;0;68108.756042;143.6048;153.8804;125.5206;88.59549;49.2212;16.96329;0;0
689;8773;1;0;0;0;5;3;0;68108.759936;143.6048;153.8804;125.5369;88.60259;49.2212;16.96696;0;0
690;8777;1;0;0;0;5;3;0;68108.759936;143.6048;153.8804;125.5369;88.60259;49.2212;16.96696;0;0
691;8783;1;0;0;0;5;3;0;68108.76715;143.5245;153.8264;125.4119;88.51678;49.46942;16.95185;0;0
692;8786;1;0;0;0;5;3;0;68108.76715;143.5245;153.8264;125.4119;88.51678;49.46942;16.95185;0;0
693;8792;1;0;0;0;5;3;0;68108.777183;143.5661;153.8697;125.5327;88.6005;49.19954;16.97209;0;0
694;8797;1;0;0;0;5;3;0;68108.785197;143.5661;153.8697;125.2811;88.47411;49.19954;16.97567;0;0
695;8803;1;0;0;0;5;3;0;68108.787172;143.5848;153.871;125.2811;88.47411;49.52095;16.97567;0;0
696;8808;1;0;0;0;5;3;0;68108.796757;143.5871;153.9007;125.2941;88.47393;49.15624;16.96753;0;0
697;8813;1;0;0;0;5;3;0;68108.796757;143.5871;153.9007;125.2941;88.47393;49.15624;16.96753;0;0
698;8819;1;0;0;0;5;3;0;68108.806854;143.6155;153.8834;125.4932;88.62096;48.97594;16.97826;0;0
699;8824;1;0;0;0;5;3;0;68108.806854;143.6155;153.8834;125.4932;88.62096;48.97594;16.97826;0;0
700;8829;1;0;0;0;5;3;0;68108.816852;143.5408;153.8375;125.465;88.51063;49.51064;16.95243;0;0
701;8835;1;0;0;0;5;3;0;68108.824105;143.5408;153.8375;125.4024;88.43279;49.51064;16.90213;0;0
702;8839;1;0;0;0;5;3;0;68108.82631;143.6067;153.9089;125.4024;88.43279;48.95632;16.90213;0;0
703;8844;1;0;0;0;5;3;0;68108.833404;143.6067;153.9089;125.1674;88.37788;48.95632;16.94452;0;0
